08:48:58 INFO  manager.ApplicationManager - All tests start in Chrome
08:49:03 INFO  tests.TestBase - start to test method ->>createResume
08:49:03 INFO  manager.MyListener - start search for element with locator->>By.xpath: //span[.='create CV']
08:49:03 INFO  manager.MyListener - element with locator->> By.xpath: //span[.='create CV'] was found
08:49:03 INFO  manager.MyListener - start search for element with locator->>By.xpath: (//div[@class='cover'])[1]
08:49:05 INFO  manager.MyListener - element with locator->> By.xpath: (//div[@class='cover'])[1] was found
08:49:05 INFO  manager.MyListener - start search for element with locator->>By.id: name
08:49:05 INFO  manager.MyListener - element with locator->> By.id: name was found
08:49:05 INFO  manager.MyListener - start search for element with locator->>By.id: position
08:49:05 INFO  manager.MyListener - element with locator->> By.id: position was found
08:49:05 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[@aria-label='Open calendar']
08:49:05 INFO  manager.MyListener - element with locator->> By.xpath: //*[@aria-label='Open calendar'] was found
08:49:05 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: button[aria-label='Choose month and year']
08:49:05 INFO  manager.MyListener - element with locator->> By.cssSelector: button[aria-label='Choose month and year'] was found
08:49:05 INFO  tests.TestBase - end to test method ->>createResume
