18:17:06 INFO  manager.ApplicationManager - All tests start in Chrome
18:17:19 INFO  tests.TestBase - start to test method ->>createResume
18:17:19 INFO  manager.MyListener - start search for element with locator->>By.xpath: //span[.='create CV']
18:17:19 INFO  manager.MyListener - element with locator->> By.xpath: //span[.='create CV'] was found
18:17:20 INFO  manager.MyListener - start search for element with locator->>By.xpath: (//div[@class='cover'])[1]
18:17:23 INFO  manager.MyListener - element with locator->> By.xpath: (//div[@class='cover'])[1] was found
18:17:23 INFO  manager.MyListener - start search for element with locator->>By.id: name
18:17:23 INFO  manager.MyListener - element with locator->> By.id: name was found
18:17:24 INFO  manager.MyListener - start search for element with locator->>By.id: position
18:17:24 INFO  manager.MyListener - element with locator->> By.id: position was found
18:17:25 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[@aria-label='Open calendar']
18:17:25 INFO  manager.MyListener - element with locator->> By.xpath: //*[@aria-label='Open calendar'] was found
18:17:25 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: button[aria-label='Choose month and year']
18:17:25 INFO  manager.MyListener - element with locator->> By.cssSelector: button[aria-label='Choose month and year'] was found
18:17:25 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: tbody[role='grid'] tr:first-child td:first-child div
18:17:25 INFO  manager.MyListener - element with locator->> By.cssSelector: tbody[role='grid'] tr:first-child td:first-child div was found
18:17:25 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[@aria-label='Previous 20 years']
18:17:25 INFO  manager.MyListener - element with locator->> By.xpath: //*[@aria-label='Previous 20 years'] was found
18:17:25 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: tbody[role='grid'] tr:first-child td:first-child
18:17:25 INFO  manager.MyListener - element with locator->> By.cssSelector: tbody[role='grid'] tr:first-child td:first-child was found
18:17:25 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[.=' 1973 ']
18:17:26 INFO  manager.MyListener - element with locator->> By.xpath: //*[.=' 1973 '] was found
18:17:26 INFO  manager.MyListener - start search for element with locator->>By.xpath: //td[.=' AUG ']
18:17:26 INFO  manager.MyListener - element with locator->> By.xpath: //td[.=' AUG '] was found
18:17:26 INFO  manager.MyListener - start search for element with locator->>By.xpath: //div[.=' 12 ']
18:17:26 INFO  manager.MyListener - element with locator->> By.xpath: //div[.=' 12 '] was found
18:17:26 INFO  manager.MyListener - start search for element with locator->>By.id: country
18:17:26 INFO  manager.MyListener - element with locator->> By.id: country was found
18:17:26 INFO  manager.MyListener - start search for element with locator->>By.id: city
18:17:27 INFO  manager.MyListener - element with locator->> By.id: city was found
18:17:27 INFO  manager.MyListener - start search for element with locator->>By.id: phone
18:17:27 INFO  manager.MyListener - element with locator->> By.id: phone was found
18:17:27 INFO  manager.MyListener - start search for element with locator->>By.id: email
18:17:27 INFO  manager.MyListener - element with locator->> By.id: email was found
