18:18:34 INFO  manager.ApplicationManager - All tests start in Chrome
18:18:51 INFO  tests.TestBase - start to test method ->>createResume
18:18:51 INFO  manager.MyListener - start search for element with locator->>By.xpath: //span[.='create CV']
18:18:51 INFO  manager.MyListener - element with locator->> By.xpath: //span[.='create CV'] was found
18:18:52 INFO  manager.MyListener - start search for element with locator->>By.xpath: (//div[@class='cover'])[1]
18:18:56 INFO  manager.MyListener - element with locator->> By.xpath: (//div[@class='cover'])[1] was found
18:18:56 INFO  manager.MyListener - start search for element with locator->>By.id: name
18:18:56 INFO  manager.MyListener - element with locator->> By.id: name was found
18:18:57 INFO  manager.MyListener - start search for element with locator->>By.id: position
18:18:57 INFO  manager.MyListener - element with locator->> By.id: position was found
18:18:57 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[@aria-label='Open calendar']
18:18:57 INFO  manager.MyListener - element with locator->> By.xpath: //*[@aria-label='Open calendar'] was found
18:18:57 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: button[aria-label='Choose month and year']
18:18:57 INFO  manager.MyListener - element with locator->> By.cssSelector: button[aria-label='Choose month and year'] was found
18:18:58 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: tbody[role='grid'] tr:first-child td:first-child div
18:18:58 INFO  manager.MyListener - element with locator->> By.cssSelector: tbody[role='grid'] tr:first-child td:first-child div was found
18:18:58 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[@aria-label='Previous 20 years']
18:18:58 INFO  manager.MyListener - element with locator->> By.xpath: //*[@aria-label='Previous 20 years'] was found
18:18:58 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: tbody[role='grid'] tr:first-child td:first-child
18:18:58 INFO  manager.MyListener - element with locator->> By.cssSelector: tbody[role='grid'] tr:first-child td:first-child was found
18:18:58 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[.=' 1973 ']
18:18:58 INFO  manager.MyListener - element with locator->> By.xpath: //*[.=' 1973 '] was found
18:18:58 INFO  manager.MyListener - start search for element with locator->>By.xpath: //td[.=' AUG ']
18:18:58 INFO  manager.MyListener - element with locator->> By.xpath: //td[.=' AUG '] was found
18:18:58 INFO  manager.MyListener - start search for element with locator->>By.xpath: //div[.=' 12 ']
18:18:58 INFO  manager.MyListener - element with locator->> By.xpath: //div[.=' 12 '] was found
18:18:59 INFO  manager.MyListener - start search for element with locator->>By.id: country
18:18:59 INFO  manager.MyListener - element with locator->> By.id: country was found
18:18:59 INFO  manager.MyListener - start search for element with locator->>By.id: city
18:18:59 INFO  manager.MyListener - element with locator->> By.id: city was found
18:18:59 INFO  manager.MyListener - start search for element with locator->>By.id: phone
18:18:59 INFO  manager.MyListener - element with locator->> By.id: phone was found
18:19:00 INFO  manager.MyListener - start search for element with locator->>By.id: email
18:19:00 INFO  manager.MyListener - element with locator->> By.id: email was found
18:19:00 INFO  manager.MyListener - start search for element with locator->>By.xpath: //span[.='Save']
18:19:00 INFO  manager.MyListener - element with locator->> By.xpath: //span[.='Save'] was found
18:19:00 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: section#header div[class=title] h2
18:19:00 INFO  manager.MyListener - element with locator->> By.cssSelector: section#header div[class=title] h2 was found
18:19:01 INFO  manager.MyListener - start search for element with locator->>By.id: experience
18:19:01 INFO  manager.MyListener - element with locator->> By.id: experience was found
18:19:01 INFO  manager.MyListener - start search for element with locator->>By.id: startDate
18:19:01 INFO  manager.MyListener - element with locator->> By.id: startDate was found
18:19:04 INFO  manager.MyListener - start search for element with locator->>By.id: endDate
18:19:04 INFO  manager.MyListener - element with locator->> By.id: endDate was found
18:19:04 INFO  manager.MyListener - start search for element with locator->>By.id: companyName
18:19:04 INFO  manager.MyListener - element with locator->> By.id: companyName was found
18:19:04 INFO  manager.MyListener - start search for element with locator->>By.id: companyLocation
18:19:05 INFO  manager.MyListener - element with locator->> By.id: companyLocation was found
18:19:05 INFO  manager.MyListener - start search for element with locator->>By.id: url
18:19:05 INFO  manager.MyListener - element with locator->> By.id: url was found
18:19:05 INFO  manager.MyListener - start search for element with locator->>By.id: position
18:19:05 INFO  manager.MyListener - element with locator->> By.id: position was found
18:19:06 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: button[type='submit']
18:19:06 INFO  manager.MyListener - element with locator->> By.cssSelector: button[type='submit'] was found
18:19:06 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: section#experience ul
18:19:06 INFO  manager.MyListener - element with locator->> By.cssSelector: section#experience ul was found
18:19:06 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[.=' Preview ']
18:19:06 INFO  manager.MyListener - element with locator->> By.xpath: //*[.=' Preview '] was found
