09:41:08 INFO  manager.ApplicationManager - All tests start in Chrome
09:41:10 INFO  tests.TestBase - start to test method ->>createResume
09:41:10 INFO  manager.MyListener - start search for element with locator->>By.xpath: //span[.='create CV']
09:41:10 INFO  manager.MyListener - element with locator->> By.xpath: //span[.='create CV'] was found
09:41:10 INFO  manager.MyListener - start search for element with locator->>By.xpath: (//div[@class='cover'])[1]
09:41:12 INFO  manager.MyListener - element with locator->> By.xpath: (//div[@class='cover'])[1] was found
09:41:12 INFO  manager.MyListener - start search for element with locator->>By.id: name
09:41:12 INFO  manager.MyListener - element with locator->> By.id: name was found
09:41:12 INFO  manager.MyListener - start search for element with locator->>By.id: position
09:41:12 INFO  manager.MyListener - element with locator->> By.id: position was found
09:41:12 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[@aria-label='Open calendar']
09:41:12 INFO  manager.MyListener - element with locator->> By.xpath: //*[@aria-label='Open calendar'] was found
09:41:12 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: button[aria-label='Choose month and year']
09:41:12 INFO  manager.MyListener - element with locator->> By.cssSelector: button[aria-label='Choose month and year'] was found
09:41:13 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: tbody[role='grid'] tr:first-child td:first-child div
09:41:13 INFO  manager.MyListener - element with locator->> By.cssSelector: tbody[role='grid'] tr:first-child td:first-child div was found
09:41:13 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[@aria-label='Previous 20 years']
09:41:13 INFO  manager.MyListener - element with locator->> By.xpath: //*[@aria-label='Previous 20 years'] was found
09:41:13 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: tbody[role='grid'] tr:first-child td:first-child
09:41:13 INFO  manager.MyListener - element with locator->> By.cssSelector: tbody[role='grid'] tr:first-child td:first-child was found
09:41:13 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[.=' 1973 ']
09:41:13 INFO  manager.MyListener - element with locator->> By.xpath: //*[.=' 1973 '] was found
09:41:13 INFO  manager.MyListener - start search for element with locator->>By.xpath: //td[.=' AUG ']
09:41:13 INFO  manager.MyListener - element with locator->> By.xpath: //td[.=' AUG '] was found
09:41:13 INFO  manager.MyListener - start search for element with locator->>By.xpath: //div[.=' 12 ']
09:41:13 INFO  manager.MyListener - element with locator->> By.xpath: //div[.=' 12 '] was found
09:41:13 INFO  manager.MyListener - start search for element with locator->>By.id: country
09:41:13 INFO  manager.MyListener - element with locator->> By.id: country was found
09:41:13 INFO  manager.MyListener - start search for element with locator->>By.id: city
09:41:13 INFO  manager.MyListener - element with locator->> By.id: city was found
09:41:13 INFO  manager.MyListener - start search for element with locator->>By.id: phone
09:41:13 INFO  manager.MyListener - element with locator->> By.id: phone was found
09:41:13 INFO  manager.MyListener - start search for element with locator->>By.id: email
09:41:13 INFO  manager.MyListener - element with locator->> By.id: email was found
09:41:14 INFO  manager.MyListener - start search for element with locator->>By.xpath: //span[.='Save']
09:41:14 INFO  manager.MyListener - element with locator->> By.xpath: //span[.='Save'] was found
09:41:14 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: section#header div[class=title] h2
09:41:14 INFO  manager.MyListener - element with locator->> By.cssSelector: section#header div[class=title] h2 was found
09:41:14 INFO  manager.MyListener - start search for element with locator->>By.id: experience
09:41:14 INFO  manager.MyListener - element with locator->> By.id: experience was found
09:41:14 INFO  manager.MyListener - start search for element with locator->>By.id: startDate
09:41:14 INFO  manager.MyListener - element with locator->> By.id: startDate was found
09:41:14 INFO  manager.MyListener - start search for element with locator->>By.id: endDate
09:41:14 INFO  manager.MyListener - element with locator->> By.id: endDate was found
09:41:14 INFO  manager.MyListener - start search for element with locator->>By.id: companyName
09:41:14 INFO  manager.MyListener - element with locator->> By.id: companyName was found
09:41:14 INFO  manager.MyListener - start search for element with locator->>By.id: companyLocation
09:41:14 INFO  manager.MyListener - element with locator->> By.id: companyLocation was found
09:41:14 INFO  manager.MyListener - start search for element with locator->>By.id: url
09:41:14 INFO  manager.MyListener - element with locator->> By.id: url was found
09:41:15 INFO  manager.MyListener - start search for element with locator->>By.id: position
09:41:15 INFO  manager.MyListener - element with locator->> By.id: position was found
09:41:15 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: button[type='submit']
09:41:15 INFO  manager.MyListener - element with locator->> By.cssSelector: button[type='submit'] was found
09:41:15 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: section#experience ul
09:41:15 INFO  manager.MyListener - element with locator->> By.cssSelector: section#experience ul was found
09:41:15 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[.=' Preview ']
09:41:15 INFO  manager.MyListener - element with locator->> By.xpath: //*[.=' Preview '] was found
09:41:15 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: div[class=slider] div:nth-child(4)
09:41:15 INFO  manager.MyListener - element with locator->> By.cssSelector: div[class=slider] div:nth-child(4) was found
09:41:15 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: div[class=header] button:first-of-type
09:41:15 INFO  manager.MyListener - element with locator->> By.cssSelector: div[class=header] button:first-of-type was found
09:41:16 INFO  tests.TestBase - end to test method ->>createResume
