17:48:15 INFO  manager.ApplicationManager - All tests start in Chrome
17:48:28 INFO  tests.TestBase - start to test method ->>createResume
17:48:28 INFO  manager.MyListener - start search for element with locator->>By.xpath: //span[.='create CV']
17:48:29 INFO  manager.MyListener - element with locator->> By.xpath: //span[.='create CV'] was found
17:48:29 INFO  manager.MyListener - start search for element with locator->>By.xpath: (//div[@class='cover'])[1]
17:48:32 INFO  manager.MyListener - element with locator->> By.xpath: (//div[@class='cover'])[1] was found
17:48:32 INFO  manager.MyListener - start search for element with locator->>By.id: name
17:48:33 INFO  manager.MyListener - element with locator->> By.id: name was found
17:48:33 INFO  manager.MyListener - start search for element with locator->>By.id: position
17:48:33 INFO  manager.MyListener - element with locator->> By.id: position was found
17:48:34 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[@aria-label='Open calendar']
17:48:34 INFO  manager.MyListener - element with locator->> By.xpath: //*[@aria-label='Open calendar'] was found
17:48:34 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: button[aria-label='Choose month and year']
17:48:34 INFO  manager.MyListener - element with locator->> By.cssSelector: button[aria-label='Choose month and year'] was found
17:48:34 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: tbody[role='grid'] tr:first-child td:first-child div
17:48:34 INFO  manager.MyListener - element with locator->> By.cssSelector: tbody[role='grid'] tr:first-child td:first-child div was found
17:48:34 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[@aria-label='Previous 20 years']
17:48:34 INFO  manager.MyListener - element with locator->> By.xpath: //*[@aria-label='Previous 20 years'] was found
17:48:34 INFO  manager.MyListener - start search for element with locator->>By.cssSelector: tbody[role='grid'] tr:first-child td:first-child
17:48:34 INFO  manager.MyListener - element with locator->> By.cssSelector: tbody[role='grid'] tr:first-child td:first-child was found
17:48:34 INFO  manager.MyListener - start search for element with locator->>By.xpath: //*[.=' 1973 ']
17:48:35 INFO  manager.MyListener - element with locator->> By.xpath: //*[.=' 1973 '] was found
17:48:35 INFO  manager.MyListener - start search for element with locator->>By.xpath: //td[.=' AUG ']
17:48:35 INFO  manager.MyListener - element with locator->> By.xpath: //td[.=' AUG '] was found
17:48:35 INFO  manager.MyListener - start search for element with locator->>By.xpath: //div[.=' 12 ']
17:48:35 INFO  manager.MyListener - element with locator->> By.xpath: //div[.=' 12 '] was found
17:48:35 INFO  manager.MyListener - start search for element with locator->>By.id: country
17:48:35 INFO  manager.MyListener - element with locator->> By.id: country was found
17:48:35 INFO  manager.MyListener - start search for element with locator->>By.id: city
17:48:35 INFO  manager.MyListener - element with locator->> By.id: city was found
17:48:36 INFO  manager.MyListener - start search for element with locator->>By.id: phone
17:48:36 INFO  manager.MyListener - element with locator->> By.id: phone was found
17:48:36 INFO  manager.MyListener - start search for element with locator->>By.id: email
17:48:36 INFO  manager.MyListener - element with locator->> By.id: email was found
17:48:37 INFO  manager.MyListener - start search for element with locator->>By.xpath: //span[.='Save']
17:48:37 INFO  manager.MyListener - element with locator->> By.xpath: //span[.='Save'] was found
